Transaction ID,Customer ID,Date,Age,Gender,Product Category,Quantity,Price per Unit,Total Amount
667,CUST667,2023-08-01 00:00:00,29,Female,Electronics,1,500,500
668,CUST668,2023-07-28 00:00:00,62,Female,Electronics,3,50,150
669,CUST669,2023-06-19 00:00:00,24,Male,Beauty,4,300,1200
670,CUST670,2023-10-05 00:00:00,27,Male,Beauty,1,30,30
671,CUST671,2023-08-27 00:00:00,62,Male,Electronics,3,50,150
672,CUST672,2023-08-01 00:00:00,34,Female,Beauty,2,50,100
673,CUST673,2023-02-01 00:00:00,43,Female,Clothing,3,500,1500
674,CUST674,2023-04-16 00:00:00,38,Female,Clothing,1,300,300
675,CUST675,2023-08-04 00:00:00,45,Female,Clothing,2,30,60
676,CUST676,2023-07-19 00:00:00,63,Male,Electronics,3,500,1500
677,CUST677,2023-10-27 00:00:00,19,Female,Beauty,3,500,1500
678,CUST678,2023-12-23 00:00:00,60,Female,Electronics,3,300,900
679,CUST679,2023-01-11 00:00:00,18,Female,Beauty,3,30,90
680,CUST680,2023-10-22 00:00:00,53,Female,Clothing,3,300,900
681,CUST681,2023-07-14 00:00:00,43,Female,Electronics,2,30,60
682,CUST682,2023-09-02 00:00:00,46,Male,Beauty,4,300,1200
683,CUST683,2023-01-04 00:00:00,38,Male,Beauty,2,500,1000
684,CUST684,2023-06-30 00:00:00,28,Female,Clothing,2,500,1000
685,CUST685,2023-06-02 00:00:00,57,Male,Electronics,2,25,50
686,CUST686,2023-07-19 00:00:00,28,Female,Electronics,4,50,200
687,CUST687,2023-08-03 00:00:00,53,Female,Electronics,1,300,300
688,CUST688,2023-10-03 00:00:00,56,Male,Clothing,4,25,100
689,CUST689,2023-10-07 00:00:00,57,Male,Electronics,2,50,100
690,CUST690,2023-11-05 00:00:00,52,Female,Clothing,3,300,900
691,CUST691,2023-04-23 00:00:00,51,Female,Clothing,3,30,90
692,CUST692,2023-09-07 00:00:00,64,Female,Clothing,2,50,100
693,CUST693,2023-04-23 00:00:00,41,Male,Beauty,3,500,1500
694,CUST694,2023-05-20 00:00:00,39,Female,Electronics,2,25,50
695,CUST695,2023-08-12 00:00:00,22,Female,Electronics,3,50,150
696,CUST696,2023-09-06 00:00:00,50,Female,Clothing,4,50,200
697,CUST697,2023-01-15 00:00:00,53,Male,Clothing,1,500,500
698,CUST698,2023-07-19 00:00:00,64,Female,Electronics,1,300,300
699,CUST699,2023-06-22 00:00:00,37,Female,Clothing,4,30,120
700,CUST700,2023-12-09 00:00:00,36,Male,Electronics,4,500,2000
701,CUST701,2023-12-14 00:00:00,52,Female,Beauty,2,30,60
702,CUST702,2023-07-27 00:00:00,60,Female,Clothing,2,300,600
703,CUST703,2023-03-26 00:00:00,34,Male,Electronics,2,50,100
704,CUST704,2023-08-28 00:00:00,62,Female,Clothing,3,30,90
705,CUST705,2023-03-07 00:00:00,60,Male,Electronics,2,25,50
706,CUST706,2023-11-15 00:00:00,51,Male,Electronics,4,25,100
707,CUST707,2023-10-01 00:00:00,26,Female,Clothing,1,500,500
708,CUST708,2023-01-14 00:00:00,43,Female,Beauty,3,300,900
709,CUST709,2023-07-21 00:00:00,19,Female,Electronics,2,500,1000
710,CUST710,2023-10-31 00:00:00,26,Female,Electronics,3,500,1500
711,CUST711,2023-10-16 00:00:00,26,Male,Electronics,3,500,1500
712,CUST712,2023-12-06 00:00:00,57,Female,Beauty,2,25,50
713,CUST713,2023-01-14 00:00:00,34,Male,Beauty,3,25,75
714,CUST714,2023-02-12 00:00:00,18,Female,Clothing,1,500,500
715,CUST715,2023-11-26 00:00:00,42,Female,Beauty,4,25,100
716,CUST716,2023-08-08 00:00:00,60,Female,Clothing,4,300,1200
717,CUST717,2023-03-11 00:00:00,57,Male,Clothing,1,500,500
718,CUST718,2023-08-25 00:00:00,59,Female,Beauty,3,25,75
719,CUST719,2023-04-04 00:00:00,42,Female,Clothing,2,30,60
720,CUST720,2023-01-26 00:00:00,56,Female,Beauty,3,500,1500
721,CUST721,2023-05-14 00:00:00,52,Female,Clothing,1,500,500
722,CUST722,2023-07-14 00:00:00,20,Male,Beauty,3,300,900
723,CUST723,2023-06-17 00:00:00,54,Female,Beauty,4,50,200
724,CUST724,2023-04-19 00:00:00,61,Male,Clothing,3,50,150
725,CUST725,2023-08-21 00:00:00,61,Male,Electronics,1,300,300
726,CUST726,2023-06-17 00:00:00,47,Male,Clothing,4,300,1200
727,CUST727,2023-06-22 00:00:00,55,Male,Beauty,3,300,900
728,CUST728,2023-07-14 00:00:00,51,Male,Electronics,3,50,150
729,CUST729,2023-05-23 00:00:00,29,Male,Clothing,4,300,1200
730,CUST730,2023-08-04 00:00:00,36,Female,Clothing,2,25,50
731,CUST731,2023-05-10 00:00:00,54,Male,Clothing,4,500,2000
732,CUST732,2023-02-11 00:00:00,61,Male,Electronics,2,500,1000
733,CUST733,2023-08-29 00:00:00,34,Male,Beauty,1,30,30
734,CUST734,2023-01-10 00:00:00,27,Female,Clothing,1,30,30
735,CUST735,2023-10-04 00:00:00,64,Female,Clothing,4,500,2000
736,CUST736,2023-01-27 00:00:00,29,Male,Clothing,4,25,100
737,CUST737,2023-06-29 00:00:00,33,Female,Clothing,1,50,50
738,CUST738,2023-04-25 00:00:00,41,Male,Clothing,2,50,100
739,CUST739,2023-11-29 00:00:00,36,Male,Beauty,1,25,25
740,CUST740,2023-02-05 00:00:00,25,Female,Beauty,4,50,200
741,CUST741,2023-11-30 00:00:00,48,Male,Clothing,1,300,300
742,CUST742,2023-01-21 00:00:00,38,Female,Electronics,4,500,2000
743,CUST743,2023-01-16 00:00:00,34,Female,Beauty,4,500,2000
744,CUST744,2023-05-07 00:00:00,40,Male,Electronics,1,25,25
745,CUST745,2023-04-13 00:00:00,54,Male,Beauty,2,50,100
746,CUST746,2023-01-11 00:00:00,33,Female,Clothing,3,30,90
747,CUST747,2023-11-15 00:00:00,23,Male,Beauty,1,30,30
748,CUST748,2023-03-20 00:00:00,25,Male,Clothing,3,50,150
749,CUST749,2023-05-03 00:00:00,42,Male,Beauty,1,30,30
750,CUST750,2023-03-06 00:00:00,35,Female,Clothing,3,25,75
751,CUST751,2023-08-31 00:00:00,42,Female,Clothing,2,25,50
752,CUST752,2023-12-09 00:00:00,29,Male,Clothing,2,50,100
753,CUST753,2023-02-28 00:00:00,32,Female,Clothing,1,30,30
754,CUST754,2023-10-16 00:00:00,43,Female,Electronics,4,25,100
755,CUST755,2023-04-22 00:00:00,58,Female,Clothing,3,25,75
756,CUST756,2023-08-27 00:00:00,62,Female,Electronics,4,300,1200
757,CUST757,2023-12-25 00:00:00,43,Female,Electronics,4,300,1200
758,CUST758,2023-05-12 00:00:00,64,Male,Clothing,4,25,100
759,CUST759,2023-07-08 00:00:00,49,Male,Electronics,2,50,100
760,CUST760,2023-03-27 00:00:00,27,Male,Beauty,1,500,500
761,CUST761,2023-11-07 00:00:00,33,Female,Clothing,1,500,500
762,CUST762,2023-11-07 00:00:00,24,Female,Electronics,2,25,50
763,CUST763,2023-02-28 00:00:00,34,Male,Clothing,2,25,50
764,CUST764,2023-03-25 00:00:00,40,Female,Clothing,1,25,25
765,CUST765,2023-06-09 00:00:00,43,Male,Clothing,4,50,200
766,CUST766,2023-02-25 00:00:00,38,Male,Electronics,3,300,900
767,CUST767,2023-10-24 00:00:00,39,Male,Beauty,3,25,75
768,CUST768,2023-01-14 00:00:00,24,Female,Beauty,3,25,75
769,CUST769,2023-06-09 00:00:00,31,Female,Electronics,4,30,120
770,CUST770,2023-10-22 00:00:00,32,Male,Clothing,1,50,50
771,CUST771,2023-12-13 00:00:00,24,Male,Electronics,2,25,50
772,CUST772,2023-07-12 00:00:00,26,Male,Electronics,1,30,30
773,CUST773,2023-07-23 00:00:00,25,Male,Electronics,4,500,2000
774,CUST774,2023-04-12 00:00:00,40,Female,Clothing,2,25,50
775,CUST775,2023-02-08 00:00:00,46,Female,Electronics,4,25,100
776,CUST776,2023-10-31 00:00:00,35,Male,Clothing,3,30,90
777,CUST777,2023-12-20 00:00:00,48,Male,Electronics,3,50,150
778,CUST778,2023-11-18 00:00:00,47,Female,Beauty,4,25,100
779,CUST779,2023-05-05 00:00:00,56,Female,Electronics,2,500,1000
780,CUST780,2023-02-22 00:00:00,52,Male,Electronics,2,25,50
781,CUST781,2023-12-23 00:00:00,35,Male,Beauty,1,500,500
782,CUST782,2023-06-04 00:00:00,59,Male,Clothing,3,300,900
783,CUST783,2023-12-17 00:00:00,56,Female,Clothing,1,300,300
784,CUST784,2023-11-04 00:00:00,34,Female,Electronics,1,500,500
785,CUST785,2023-03-03 00:00:00,31,Female,Beauty,4,50,200
786,CUST786,2023-10-17 00:00:00,48,Male,Clothing,4,25,100
787,CUST787,2023-01-22 00:00:00,41,Male,Electronics,1,25,25
788,CUST788,2023-06-27 00:00:00,52,Female,Beauty,3,300,900
789,CUST789,2023-09-30 00:00:00,61,Female,Clothing,4,500,2000
790,CUST790,2023-08-08 00:00:00,62,Male,Clothing,1,25,25
791,CUST791,2023-12-05 00:00:00,51,Female,Beauty,1,25,25
792,CUST792,2023-07-09 00:00:00,20,Female,Beauty,1,50,50
793,CUST793,2023-02-05 00:00:00,54,Male,Beauty,1,30,30
794,CUST794,2023-09-17 00:00:00,60,Female,Beauty,1,300,300
795,CUST795,2023-11-28 00:00:00,57,Male,Electronics,1,300,300
796,CUST796,2023-06-24 00:00:00,43,Male,Beauty,4,30,120
797,CUST797,2023-01-07 00:00:00,40,Male,Clothing,3,25,75
798,CUST798,2023-08-04 00:00:00,61,Male,Clothing,1,50,50
799,CUST799,2023-09-08 00:00:00,56,Male,Electronics,2,50,100
800,CUST800,2023-02-24 00:00:00,32,Male,Clothing,4,300,1200
801,CUST801,2023-08-10 00:00:00,21,Male,Clothing,4,50,200
802,CUST802,2023-07-05 00:00:00,46,Female,Beauty,1,30,30
803,CUST803,2023-11-22 00:00:00,39,Male,Clothing,4,25,100
804,CUST804,2023-08-24 00:00:00,42,Male,Electronics,1,30,30
805,CUST805,2023-12-29 00:00:00,30,Female,Beauty,3,500,1500
806,CUST806,2023-03-20 00:00:00,35,Female,Beauty,3,300,900
807,CUST807,2023-08-11 00:00:00,50,Female,Electronics,4,50,200
808,CUST808,2023-04-01 00:00:00,33,Male,Beauty,4,500,2000
809,CUST809,2023-09-25 00:00:00,62,Female,Beauty,2,50,100
810,CUST810,2023-11-30 00:00:00,59,Male,Electronics,4,25,100
811,CUST811,2023-05-19 00:00:00,61,Male,Beauty,2,25,50
812,CUST812,2023-11-12 00:00:00,19,Male,Electronics,3,25,75
813,CUST813,2023-10-03 00:00:00,52,Male,Electronics,3,50,150
814,CUST814,2023-09-05 00:00:00,59,Female,Clothing,1,500,500
815,CUST815,2023-08-27 00:00:00,51,Female,Clothing,3,25,75
816,CUST816,2023-08-12 00:00:00,47,Male,Beauty,2,500,1000
817,CUST817,2023-10-31 00:00:00,30,Male,Beauty,4,50,200
818,CUST818,2023-05-18 00:00:00,30,Male,Electronics,1,500,500
819,CUST819,2023-06-15 00:00:00,35,Female,Beauty,2,50,100
820,CUST820,2023-05-06 00:00:00,49,Male,Electronics,4,50,200
821,CUST821,2023-02-14 00:00:00,49,Male,Electronics,1,300,300
822,CUST822,2023-05-23 00:00:00,52,Female,Beauty,3,50,150
823,CUST823,2023-08-19 00:00:00,56,Female,Electronics,2,50,100
824,CUST824,2023-05-05 00:00:00,63,Male,Clothing,4,30,120
825,CUST825,2023-08-26 00:00:00,46,Female,Beauty,1,25,25
826,CUST826,2023-10-19 00:00:00,46,Female,Clothing,1,300,300
827,CUST827,2023-11-09 00:00:00,61,Male,Beauty,3,300,900
828,CUST828,2023-12-09 00:00:00,33,Female,Electronics,4,300,1200
829,CUST829,2023-07-14 00:00:00,61,Male,Beauty,3,30,90
830,CUST830,2023-06-22 00:00:00,64,Female,Clothing,3,50,150
831,CUST831,2023-01-15 00:00:00,27,Male,Electronics,4,25,100
832,CUST832,2023-09-11 00:00:00,47,Male,Beauty,4,500,2000
833,CUST833,2023-06-16 00:00:00,42,Male,Beauty,4,50,200
834,CUST834,2023-04-04 00:00:00,56,Female,Beauty,2,30,60
835,CUST835,2023-09-07 00:00:00,37,Male,Clothing,4,50,200
836,CUST836,2023-04-19 00:00:00,22,Female,Clothing,1,50,50
837,CUST837,2023-07-01 00:00:00,18,Male,Beauty,3,30,90
838,CUST838,2023-05-13 00:00:00,47,Male,Electronics,2,300,600
839,CUST839,2023-06-24 00:00:00,20,Female,Electronics,4,300,1200
840,CUST840,2023-05-24 00:00:00,62,Male,Clothing,2,25,50
841,CUST841,2023-11-02 00:00:00,31,Male,Electronics,4,25,100
842,CUST842,2023-12-26 00:00:00,47,Female,Clothing,2,300,600
843,CUST843,2023-05-22 00:00:00,21,Male,Beauty,3,500,1500
844,CUST844,2023-10-12 00:00:00,35,Male,Clothing,3,50,150
845,CUST845,2023-01-06 00:00:00,54,Male,Clothing,1,500,500
846,CUST846,2023-09-22 00:00:00,42,Male,Beauty,1,50,50
847,CUST847,2023-04-08 00:00:00,18,Female,Electronics,4,300,1200
848,CUST848,2023-02-13 00:00:00,63,Female,Clothing,3,25,75
849,CUST849,2023-05-04 00:00:00,32,Male,Clothing,2,25,50
850,CUST850,2023-07-28 00:00:00,26,Female,Beauty,2,500,1000
851,CUST851,2023-09-08 00:00:00,32,Male,Electronics,2,25,50
852,CUST852,2023-10-12 00:00:00,41,Female,Clothing,1,300,300
853,CUST853,2023-05-04 00:00:00,21,Male,Beauty,2,500,1000
854,CUST854,2023-12-20 00:00:00,29,Male,Clothing,1,50,50
855,CUST855,2023-09-01 00:00:00,54,Male,Beauty,1,25,25
856,CUST856,2023-11-27 00:00:00,54,Male,Electronics,4,30,120
857,CUST857,2023-12-31 00:00:00,60,Male,Electronics,2,25,50
858,CUST858,2023-09-09 00:00:00,23,Male,Electronics,2,50,100
859,CUST859,2023-08-18 00:00:00,56,Female,Electronics,3,500,1500
860,CUST860,2023-01-09 00:00:00,63,Male,Clothing,4,50,200
861,CUST861,2023-02-17 00:00:00,41,Female,Clothing,3,30,90
862,CUST862,2023-05-31 00:00:00,28,Male,Electronics,4,300,1200
863,CUST863,2023-04-24 00:00:00,30,Female,Electronics,2,25,50
864,CUST864,2023-07-27 00:00:00,51,Female,Electronics,1,500,500
865,CUST865,2023-12-21 00:00:00,42,Female,Clothing,1,300,300
866,CUST866,2023-05-05 00:00:00,24,Male,Electronics,1,50,50
867,CUST867,2023-06-06 00:00:00,21,Male,Electronics,1,500,500
868,CUST868,2023-12-06 00:00:00,25,Female,Electronics,1,300,300
869,CUST869,2023-10-25 00:00:00,37,Male,Beauty,3,500,1500
870,CUST870,2023-07-08 00:00:00,46,Female,Electronics,4,30,120
871,CUST871,2023-08-31 00:00:00,62,Male,Beauty,2,30,60
872,CUST872,2023-10-11 00:00:00,63,Female,Beauty,3,25,75
873,CUST873,2023-09-29 00:00:00,27,Female,Electronics,4,25,100
874,CUST874,2023-06-26 00:00:00,60,Male,Beauty,1,30,30
875,CUST875,2023-08-06 00:00:00,51,Female,Electronics,4,500,2000
876,CUST876,2023-10-09 00:00:00,43,Male,Clothing,4,30,120
877,CUST877,2023-06-19 00:00:00,58,Female,Clothing,1,25,25
878,CUST878,2023-06-30 00:00:00,20,Female,Clothing,1,30,30
879,CUST879,2023-12-26 00:00:00,23,Male,Clothing,1,30,30
880,CUST880,2023-08-21 00:00:00,22,Male,Beauty,2,500,1000
881,CUST881,2023-05-19 00:00:00,22,Male,Electronics,1,300,300
882,CUST882,2023-06-06 00:00:00,64,Female,Electronics,2,25,50
883,CUST883,2023-05-09 00:00:00,40,Male,Electronics,1,500,500
884,CUST884,2023-04-29 00:00:00,26,Female,Clothing,2,30,60
885,CUST885,2023-03-03 00:00:00,52,Female,Clothing,4,30,120
886,CUST886,2023-04-09 00:00:00,37,Male,Electronics,3,300,900
887,CUST887,2023-06-11 00:00:00,59,Male,Clothing,4,25,100
888,CUST888,2023-03-03 00:00:00,52,Female,Electronics,4,25,100
889,CUST889,2023-10-02 00:00:00,35,Female,Electronics,1,50,50
890,CUST890,2023-12-20 00:00:00,34,Male,Electronics,2,25,50
891,CUST891,2023-04-05 00:00:00,41,Male,Electronics,3,300,900
892,CUST892,2023-04-09 00:00:00,20,Male,Electronics,1,50,50
893,CUST893,2023-04-21 00:00:00,49,Male,Electronics,1,50,50
894,CUST894,2023-09-05 00:00:00,52,Male,Electronics,1,30,30
895,CUST895,2023-05-22 00:00:00,55,Female,Clothing,4,30,120
896,CUST896,2023-10-29 00:00:00,30,Female,Electronics,2,25,50
897,CUST897,2023-09-26 00:00:00,64,Female,Electronics,2,50,100
898,CUST898,2023-11-02 00:00:00,42,Female,Clothing,3,30,90
899,CUST899,2023-05-25 00:00:00,26,Male,Clothing,2,300,600
900,CUST900,2023-02-21 00:00:00,21,Male,Clothing,2,30,60
901,CUST901,2023-04-10 00:00:00,31,Male,Electronics,1,30,30
902,CUST902,2023-06-01 00:00:00,54,Female,Beauty,1,50,50
903,CUST903,2023-04-27 00:00:00,51,Female,Beauty,4,50,200
904,CUST904,2023-07-04 00:00:00,28,Male,Clothing,1,500,500
905,CUST905,2023-04-02 00:00:00,58,Male,Beauty,1,300,300
906,CUST906,2023-06-04 00:00:00,20,Female,Clothing,1,50,50
907,CUST907,2023-01-08 00:00:00,45,Female,Electronics,1,25,25
908,CUST908,2023-12-29 00:00:00,46,Male,Beauty,4,300,1200
909,CUST909,2023-10-01 00:00:00,26,Male,Electronics,1,300,300
910,CUST910,2023-03-06 00:00:00,20,Female,Beauty,3,50,150
911,CUST911,2023-05-21 00:00:00,42,Male,Electronics,3,300,900
912,CUST912,2023-01-24 00:00:00,51,Male,Beauty,3,50,150
913,CUST913,2023-01-28 00:00:00,29,Male,Electronics,3,30,90
914,CUST914,2023-10-11 00:00:00,59,Female,Electronics,1,500,500
915,CUST915,2023-05-30 00:00:00,26,Female,Beauty,3,30,90
916,CUST916,2023-12-24 00:00:00,32,Female,Electronics,1,50,50
917,CUST917,2023-03-06 00:00:00,57,Female,Electronics,4,50,200
918,CUST918,2023-11-23 00:00:00,42,Female,Electronics,3,30,90
919,CUST919,2023-09-09 00:00:00,22,Female,Beauty,2,25,50
920,CUST920,2023-02-22 00:00:00,28,Female,Beauty,3,25,75
921,CUST921,2023-01-07 00:00:00,51,Male,Electronics,3,25,75
922,CUST922,2023-10-21 00:00:00,41,Male,Electronics,1,50,50
923,CUST923,2023-05-26 00:00:00,32,Male,Beauty,3,300,900
924,CUST924,2023-08-29 00:00:00,55,Male,Beauty,2,50,100
925,CUST925,2023-09-03 00:00:00,25,Male,Electronics,1,300,300
926,CUST926,2023-08-14 00:00:00,22,Male,Electronics,1,30,30
927,CUST927,2023-06-24 00:00:00,43,Male,Electronics,4,500,2000
928,CUST928,2023-04-05 00:00:00,35,Female,Clothing,4,300,1200
929,CUST929,2023-01-27 00:00:00,23,Female,Beauty,3,25,75
930,CUST930,2023-05-10 00:00:00,54,Male,Clothing,4,50,200
931,CUST931,2023-09-02 00:00:00,30,Male,Beauty,4,30,120
932,CUST932,2023-02-28 00:00:00,45,Female,Beauty,4,25,100
933,CUST933,2023-02-03 00:00:00,22,Male,Beauty,1,30,30
934,CUST934,2023-07-25 00:00:00,30,Male,Beauty,1,500,500
935,CUST935,2023-09-09 00:00:00,34,Female,Beauty,1,50,50
936,CUST936,2023-02-07 00:00:00,57,Male,Beauty,4,50,200
937,CUST937,2023-10-23 00:00:00,62,Female,Beauty,1,500,500
938,CUST938,2023-11-19 00:00:00,49,Male,Clothing,4,50,200
939,CUST939,2023-12-18 00:00:00,46,Female,Electronics,1,300,300
940,CUST940,2023-01-28 00:00:00,20,Female,Electronics,1,30,30
941,CUST941,2023-03-19 00:00:00,57,Female,Clothing,2,25,50
942,CUST942,2023-03-18 00:00:00,51,Male,Clothing,3,500,1500
943,CUST943,2023-10-16 00:00:00,57,Female,Clothing,4,300,1200
944,CUST944,2023-06-05 00:00:00,44,Male,Clothing,2,25,50
945,CUST945,2023-02-13 00:00:00,30,Male,Beauty,1,25,25
946,CUST946,2023-05-08 00:00:00,62,Male,Electronics,4,500,2000
947,CUST947,2023-03-02 00:00:00,50,Male,Beauty,1,300,300
948,CUST948,2023-10-13 00:00:00,23,Female,Electronics,3,25,75
949,CUST949,2023-08-02 00:00:00,41,Female,Electronics,2,25,50
950,CUST950,2023-11-07 00:00:00,36,Male,Clothing,3,300,900
951,CUST951,2023-11-02 00:00:00,33,Male,Beauty,2,50,100
952,CUST952,2023-11-13 00:00:00,57,Female,Clothing,1,25,25
953,CUST953,2023-04-26 00:00:00,45,Male,Beauty,3,30,90
954,CUST954,2023-09-25 00:00:00,50,Female,Electronics,3,300,900
955,CUST955,2023-07-14 00:00:00,58,Male,Clothing,1,25,25
956,CUST956,2023-08-19 00:00:00,30,Male,Clothing,3,500,1500
957,CUST957,2023-08-15 00:00:00,60,Female,Electronics,4,30,120
958,CUST958,2023-06-02 00:00:00,62,Male,Electronics,2,25,50
959,CUST959,2023-10-29 00:00:00,42,Female,Electronics,2,30,60
960,CUST960,2023-08-08 00:00:00,59,Male,Clothing,2,30,60
961,CUST961,2023-06-06 00:00:00,53,Male,Beauty,4,50,200
962,CUST962,2023-10-19 00:00:00,44,Male,Clothing,2,30,60
963,CUST963,2023-11-14 00:00:00,55,Female,Beauty,1,50,50
964,CUST964,2023-01-31 00:00:00,24,Male,Clothing,3,300,900
965,CUST965,2023-11-09 00:00:00,22,Male,Clothing,4,50,200
966,CUST966,2023-02-20 00:00:00,60,Male,Electronics,2,500,1000
967,CUST967,2023-04-17 00:00:00,62,Male,Beauty,1,25,25
968,CUST968,2023-11-17 00:00:00,48,Female,Clothing,3,300,900
969,CUST969,2023-04-19 00:00:00,40,Female,Clothing,3,300,900
970,CUST970,2023-05-16 00:00:00,59,Male,Electronics,4,500,2000
971,CUST971,2023-12-05 00:00:00,27,Female,Electronics,4,50,200
972,CUST972,2023-02-11 00:00:00,49,Male,Beauty,4,25,100
973,CUST973,2023-03-22 00:00:00,60,Male,Clothing,1,50,50
974,CUST974,2023-05-03 00:00:00,47,Male,Beauty,1,30,30
975,CUST975,2023-03-30 00:00:00,56,Female,Clothing,4,50,200
976,CUST976,2023-10-10 00:00:00,48,Female,Beauty,2,300,600
977,CUST977,2023-02-08 00:00:00,35,Female,Electronics,3,25,75
978,CUST978,2023-03-22 00:00:00,53,Female,Clothing,3,50,150
979,CUST979,2023-01-02 00:00:00,19,Female,Beauty,1,25,25
980,CUST980,2023-07-29 00:00:00,31,Female,Electronics,3,25,75
981,CUST981,2023-08-19 00:00:00,30,Female,Electronics,2,30,60
982,CUST982,2023-12-19 00:00:00,46,Female,Beauty,3,30,90
983,CUST983,2023-11-01 00:00:00,29,Female,Clothing,1,300,300
984,CUST984,2023-08-29 00:00:00,56,Male,Clothing,1,500,500
985,CUST985,2023-05-30 00:00:00,19,Female,Electronics,2,25,50
986,CUST986,2023-01-17 00:00:00,49,Female,Clothing,2,500,1000
987,CUST987,2023-04-29 00:00:00,30,Female,Clothing,3,300,900
988,CUST988,2023-05-28 00:00:00,63,Female,Clothing,3,25,75
989,CUST989,2023-12-28 00:00:00,44,Female,Electronics,1,25,25
990,CUST990,2023-05-25 00:00:00,58,Female,Beauty,2,500,1000
991,CUST991,2023-12-26 00:00:00,34,Female,Clothing,2,50,100
992,CUST992,2023-08-21 00:00:00,57,Female,Electronics,2,30,60
993,CUST993,2023-02-06 00:00:00,48,Female,Electronics,3,50,150
994,CUST994,2023-12-18 00:00:00,51,Female,Beauty,2,500,1000
995,CUST995,2023-04-30 00:00:00,41,Female,Clothing,1,30,30
996,CUST996,2023-05-16 00:00:00,62,Male,Clothing,1,50,50
997,CUST997,2023-11-17 00:00:00,52,Male,Beauty,3,30,90
998,CUST998,2023-10-29 00:00:00,23,Female,Beauty,4,25,100
999,CUST999,2023-12-05 00:00:00,36,Female,Electronics,3,50,150
1000,CUST1000,2023-04-12 00:00:00,47,Male,Electronics,4,30,120
